,load_node_1,load_node_2,load_node_3,load_node_4,load_node_5,load_node_6,load_node_7,load_node_8,load_node_9,load_node_10,load_node_11,load_node_12,load_node_13,load_node_14,load_node_15,load_node_16,load_node_17,load_node_18,load_node_19,load_node_20,load_node_21,load_node_22,load_node_23,load_node_24,load_node_25,load_node_26,load_node_27,load_node_28,load_node_29,load_node_30,load_node_31,load_node_32,load_node_33,load_node_34
2024-01-01 00:00:00,1.1022948706360218,2.4484333199926893,1.913511503276431,1.8146796692988574,0.6246617739312654,0.5919722737553179,0.412198572751795,2.147257732926618,1.68401382617076,1.729066245311592,0.28770251355326243,2.5544879554302202,2.289439380202253,0.7633587246885181,0.6815067494106909,0.6787910232569351,0.9000760875966587,1.4343761585692898,1.2414834767664613,0.9912389582563031,1.7208013412975438,0.534721918408596,0.9589090586627076,1.0957743475352786,1.2822830917623893,2.16145554303836,0.7647256822080561,1.5314460955963207,1.5771719949327203,0.36299372890898773,1.7095084929651878,0.6911719514974867,0.40234444993731217,2.457366803691517
2024-01-01 00:15:00,1.0240116530659862,2.228244185963897,1.958261458439404,1.691633898409873,0.5940868627465185,0.626094069972452,0.38447108120135254,2.1109450049775953,1.6184140318383897,1.9690266802909662,0.29341804774708435,2.6016004352913433,1.8301512463295837,0.7516091465158756,0.6566790405169932,0.6475311093515758,0.9313221134134544,1.2782128647107016,1.1987880527701342,0.9140582139353042,1.7328962656046216,0.5448555669501151,0.8636819407869729,1.03898301758342,1.3238907881499151,2.0333962850831915,0.6752978939055643,1.4315914632986781,1.5778912125590159,0.368709844963821,1.5477340433670839,0.6183112615260109,0.38548640423011726,2.1927851022620337
2024-01-01 00:30:00,1.0645382638016851,2.3234799751702946,1.821572521875016,1.5151200218758203,0.5361667988102135,0.5648136365945169,0.35919816960225553,2.0262624968903005,1.5260022604794294,1.8051838901497328,0.31128996624928307,2.355387286412415,2.0643214689759675,0.6960518878847612,0.5720375791473837,0.63531039623027,0.8998650613218631,1.5426338289244126,1.1617192577536097,0.8821580032453508,1.558891953712167,0.5096760741336814,0.9208042281145796,1.0701165716705778,1.2735662694544483,1.8479522768888745,0.718379835724013,1.256069124066326,1.564205324626005,0.3776070963141959,1.4754165577504503,0.591107252607962,0.38240736507380313,2.231955049830403
2024-01-01 00:45:00,0.9354180488471883,2.224691991120034,1.666899199657495,1.5170920884211707,0.5321257000215307,0.6009377625724018,0.33944325157591715,2.0077162456967708,1.547618362019914,1.6051886078364532,0.27810777555367777,2.404694057616456,1.811791864197505,0.6815988167404163,0.6195984039902831,0.6389876612442371,0.8136200454842197,1.2400334828538135,1.1634927072758205,0.8525610846473519,1.528455403816081,0.5323273606498388,0.8133690524767087,1.00854095207212,1.2016280344190093,1.804603851927121,0.709455670319926,1.3366561991952355,1.3814626640386907,0.33978838984770504,1.427425543840283,0.6111967973087833,0.3891359050211394,2.122453300872453
2024-01-01 01:00:00,1.04455925256821,2.223835468090286,1.8011618920609818,1.5945761519084536,0.5414247723288743,0.5274445876646235,0.33174615440758987,1.9235924209884505,1.4558538429268597,1.7096381549046524,0.27397801982986913,2.3100001862290007,1.937430994066845,0.7119568264663703,0.5931505076355311,0.6865422293511108,0.8789680555773489,1.2488792302553504,1.0546836624037532,0.8455187099555264,1.4669465404958058,0.5325998328155905,0.8470605716475862,0.9762067068555785,1.1145783267500735,1.6998771555888024,0.6234927885523415,1.3381560025436692,1.4590883531586158,0.30317786757379844,1.4874513761191617,0.5890495461493565,0.34551077014451215,2.1918315972033984
2024-01-01 01:15:00,1.016991065921167,2.0903879867927757,1.791895853898437,1.5235530179848338,0.587971429116565,0.5871027011500456,0.328943528154092,1.9448906386812252,1.525424316584134,1.7543959438063752,0.28206182564997667,2.691985609472208,2.0263769522073023,0.7137100743294832,0.6408263158144097,0.6349772240159143,0.8535868176717806,1.3780752757037142,1.0900858270585667,0.8301390396643636,1.472914845048694,0.5254052671724794,0.93944492335807,0.903883764016903,1.2249101364392525,1.7205417605889952,0.6336065827966968,1.3768148181558535,1.4736828638324555,0.3112601819263482,1.4468860711532274,0.6080363915730276,0.354395271283127,2.237227099401271
2024-01-01 01:30:00,1.0864434787105575,2.2927798753822146,2.0835353007131756,1.6344186443166386,0.5358607021660842,0.6017377839094585,0.3651466835595659,2.2742760188448963,1.526695642844625,1.8179286849355543,0.3013665052340094,2.517285175783561,1.9796200439701126,0.7098663889542641,0.6383065731638787,0.6358852778206323,1.0089035534474329,1.4479949987583236,1.135685328758703,0.9392365181213057,1.7848771290642937,0.5882257844806587,0.8316901281484134,1.039916746280647,1.346140399518373,1.9297276565389807,0.7090651346720384,1.4498318642321533,1.4974927937420623,0.3506306353028971,1.3440839684989256,0.5964128362957137,0.38822972686453006,2.2183052265797016
2024-01-01 01:45:00,1.3237317017469703,2.484461433466328,2.0778782633538806,1.800311636692001,0.7216778528441935,0.6247818060604082,0.4511676499798349,2.4640239680096423,1.7067287608563202,2.1120398972627132,0.33517605180262583,2.642418102081635,2.3860540692341936,0.7993912080954673,0.7423888364302068,0.7667503510031993,1.1296938851870362,1.503213283562548,1.5144544099616193,0.9149365928235512,1.8080426644984706,0.6501013661749198,1.0304817745325692,1.165769250491269,1.414422941481036,2.2029677567875314,0.7600990574905211,1.6428139409724114,1.8045320784104348,0.3832988776993796,1.8924723814571118,0.7206256346541301,0.46197270892584075,2.7552845161096293
2024-01-01 02:00:00,1.3071832702089963,2.8980938212470555,2.455897589441679,2.05385742840767,0.7493164277229404,0.7544325812986443,0.5054496348198245,2.6630524380854097,2.0546388023196043,2.2770129360774387,0.3657763208212155,3.2022740987292972,2.758845922261523,0.945191656840386,0.8762565345477225,0.8278683723767826,1.2060807223643735,1.7578167461838756,1.5496177020259756,1.1224198304723607,2.0399284210131166,0.7246393237723515,1.086016883761031,1.481011846101676,1.512533112415152,2.3639821769574225,0.9232172206364507,1.8254771120976057,2.037147547706773,0.4563327907786225,2.016750253365932,0.7553528775534569,0.49653976571064007,2.8756929927050185
2024-01-01 02:15:00,1.558548682650269,3.225294939990846,2.473416390701161,2.136994147131457,0.8342939001026175,0.7943054098250041,0.4964512043324128,3.0269363242592444,2.2061060893831805,2.443164312244474,0.393497400296433,3.3463043271776045,2.678223632583157,0.9201052747681835,0.8641842900561252,0.8915996815257898,1.2907391479832773,2.0892887440431016,1.7330126263349945,1.2213156636300644,2.2101664086727943,0.7284116705983792,1.2328203986239064,1.4399797564283272,1.763579251284028,2.6291986725583767,0.9756967462073227,2.0602065745935683,2.141081700436095,0.4918222925176265,2.274971589350414,0.8445151517468716,0.5450978153821546,3.2456319730966054
2024-01-01 02:30:00,1.5811947008838958,3.307344520056721,2.7350080450550007,2.356914664192311,0.9282986633233412,0.9069309615256337,0.6072086552560689,3.0449238351510752,2.408261544334332,2.6784860585151535,0.47341252404633366,3.3609543636553085,2.9287578796435856,1.0165711817721517,0.8483220529047526,0.9291460351220688,1.2946649230488354,2.07570298393543,1.7895678741595997,1.4258695798473977,2.453717179398239,0.7885389707699672,1.2478575369490448,1.5850626244954682,1.7163593155988537,3.1698951910502218,1.0663245060629334,1.9785892816898774,2.084175273329826,0.5450568846969004,2.315110331828141,0.9689734161477347,0.5252648138391003,3.3314647871988137
2024-01-01 02:45:00,1.6088985921089107,3.525026770060086,2.729526605725717,2.4239653384565365,0.8375057465283305,0.8783560233646125,0.563743444242417,3.3200315428173037,2.442824083738665,2.560571009099826,0.4027186678620825,3.8090673933632555,3.176974921925346,1.0311756832025254,1.0454510065524123,0.9810773952401425,1.456765335446249,2.1131029750450514,1.9839251585779394,1.449504964388824,2.3646500925642613,0.8703240390564203,1.378680735743153,1.6896074670096588,1.787873168948513,3.0703300675868777,1.083792418207787,1.8890142828291814,2.192222876719571,0.468635736864412,2.3481265963724978,0.9662412037399868,0.6272784528702957,3.523715159633917
2024-01-01 03:00:00,1.7583635304117473,3.3096790503534663,2.582307497987384,2.3697086813476247,0.9115248627530214,0.8928077580321805,0.5079073643214823,3.257377885918416,2.2290055268750835,2.8344600908207696,0.44899885477299073,3.4491748045574884,3.077852220318024,1.025559625699029,0.9776763640075231,1.033128644439283,1.3220653481174913,2.182537374647296,1.769947477002883,1.2936337822049078,2.4075302305623976,0.7955957129265311,1.31272617909612,1.502834302131494,2.085465326275144,3.006060007632509,1.0041043294269207,2.11605692563523,2.3421750798041234,0.5216877320244149,2.479946265722605,0.9786280263671536,0.5741484472209256,3.4466936099019705
2024-01-01 03:15:00,1.5863561589265132,3.11199990348397,2.58081569142233,2.5114163554187723,0.9575016587778216,0.8736383167775347,0.5765272690486999,3.2871477368993993,2.722030425752617,2.865014348646962,0.4333861169292845,3.4092833789671926,2.874038770559984,1.0821653298756484,0.9335135544463776,0.9060698818894398,1.3311773992923073,1.9921066590192738,1.9503267094102268,1.3912924054596452,2.3935022800648484,0.8914216195527459,1.3407496660640899,1.5132890955299791,2.0215635051432717,3.0484905823874358,0.9759366784117922,2.0514335150938057,2.2280641521417657,0.48576349590291606,2.4904124091693918,1.021828788692649,0.5426511021650376,3.6095299548494624
2024-01-01 03:30:00,1.522320356104363,3.3565211302999605,2.6507494211118376,2.200309519409209,0.8676001694411903,0.829466110090976,0.5556040020080513,3.158456987914491,2.280042661408706,2.533714413587717,0.41438852508959123,3.6347961086004763,3.1336822074617197,0.9967558639574965,0.9538267723434507,0.9900804416515119,1.2334151877725457,2.1161826663656664,1.7012074735699172,1.3407735337400433,2.2530103375374124,0.7386854951972136,1.2002254915865824,1.5507317726418202,1.861530919130453,2.772664692227238,1.039094366234384,1.8577976638855802,2.2718920117983314,0.4795881888461582,2.2525570834244766,0.9146607207667281,0.5462123765711121,3.3683534714458396
